Orthogroup	10D	13G	16Ckin	Angomonas_deanei	Azumiobodo_hoyamushi	BABKIN	Blastocrithidia_nonstop	Blechomonas_ayalai	Bodo_saltans	Crithidia_fasciculata	Cruzella_marina	Cryptobia_borreli	D44	Endotrypanum_monterogeii	G65133	Gemkin	INUKIN	KUCKIN	Leishmania_infantum	Leishmania_major_strain_Friedlin	Leishmania_orientalis	Leptomonas_pyrrhocoris	Leptomonas_seymouri_BHU1095	Neobodo_designis	Novymonas_esmeraldas	OB23	Paratrypanosoma_confusum	Phytomonas_sp._EM1	Phytomonas_sp._Hart1	Porcisia_hertigi	RhMon	Strigomonas_culicis	Trypanosoma_brucei_gambiense_DAL972	Trypanosoma_congolense_IL3000	Trypanosoma_cruzi_CLBrenerEsmeraldo-like	Trypanosoma_grayi_ANR4	Total
OG0000149	10	5	0	5	0	3	6	2	4	5	1	1	3	3	3	1	2	3	5	4	5	4	3	3	5	2	3	5	5	5	5	2	4	3	4	4	128
OG0000150	6	5	3	2	1	3	3	4	4	3	1	4	4	3	5	4	4	8	3	3	3	3	3	5	2	4	4	3	3	3	4	2	4	4	4	3	127
OG0000151	2	3	9	5	2	3	2	2	5	3	2	0	5	3	11	6	6	11	3	3	3	3	3	10	3	5	2	1	0	3	1	0	2	1	2	2	127
OG0000152	0	1	101	0	0	10	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	127
OG0000153	12	16	4	0	3	15	0	0	2	0	12	2	6	0	7	3	6	18	0	0	0	0	0	6	0	6	0	0	0	0	2	0	1	1	2	2	126
OG0000154	2	2	2	2	3	4	4	2	16	4	22	0	2	4	3	2	2	2	2	3	2	3	3	2	1	3	2	4	3	2	5	4	2	3	2	2	126
OG0000155	3	8	5	0	0	13	0	0	2	0	4	0	0	0	50	3	4	9	0	0	0	0	0	4	0	20	0	0	0	0	0	0	0	0	0	0	125
OG0000156	6	6	4	2	1	3	2	2	5	2	1	1	5	2	6	5	4	7	3	3	3	3	3	4	2	5	2	4	3	3	7	2	3	4	4	3	125
OG0000157	12	9	6	1	3	4	6	0	3	3	1	1	4	3	3	1	8	4	3	3	3	5	3	4	9	4	1	0	0	4	5	1	1	1	3	2	124
OG0000158	11	8	7	1	2	6	1	1	5	1	4	3	12	1	10	5	5	6	1	1	1	1	1	8	1	5	1	1	1	1	6	1	1	1	1	1	123
OG0000159	6	6	3	4	2	5	1	3	2	3	3	2	4	3	5	3	3	5	3	3	3	3	3	2	3	3	3	2	3	3	10	3	3	4	3	3	123
OG0000160	10	7	6	5	2	2	1	3	3	4	1	5	2	3	5	3	3	3	2	2	3	3	3	4	5	5	1	2	1	3	6	3	2	2	4	4	123
OG0000161	0	0	0	0	0	122	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123
OG0000162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123
OG0000163	9	4	7	4	5	5	1	2	6	5	8	0	6	1	8	3	2	7	0	0	1	3	3	6	1	6	4	1	1	0	8	3	0	0	1	1	122
OG0000164	8	12	7	1	0	4	0	0	3	1	5	3	9	3	11	3	3	11	2	2	2	2	2	3	2	4	2	0	0	2	11	0	0	0	2	2	122
OG0000165	12	6	7	2	1	6	2	2	6	2	3	1	5	0	6	4	5	5	2	2	2	2	2	4	2	6	2	2	2	2	7	1	2	2	2	3	122
OG0000166	5	4	5	4	1	3	2	2	3	5	3	1	5	4	4	2	2	5	4	4	4	5	6	5	5	3	4	3	3	3	1	4	1	1	2	4	122
OG0000167	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122
OG0000168	4	5	4	3	4	4	2	4	4	3	1	1	5	3	4	3	4	4	3	3	3	3	3	5	2	5	3	2	2	3	4	3	3	3	5	4	121
OG0000169	7	7	3	3	1	6	4	2	6	2	1	0	8	2	6	2	6	7	2	2	1	3	2	6	1	4	4	1	1	2	9	2	2	2	2	2	121
OG0000170	8	6	4	2	2	4	2	2	3	2	4	5	7	2	8	6	5	6	2	2	2	2	2	5	2	5	2	2	1	2	4	1	2	2	2	2	120
OG0000171	2	1	1	5	0	1	6	4	1	8	0	3	2	5	3	1	1	0	4	4	4	7	5	1	5	3	3	4	4	4	1	2	7	9	3	6	120
OG0000172	9	7	4	9	5	4	1	2	2	2	4	3	5	1	6	1	3	6	1	1	1	3	3	4	2	4	2	1	1	1	7	3	4	4	2	2	120
OG0000173	1	1	6	2	0	9	3	3	8	2	3	2	6	2	7	3	3	8	2	2	2	2	2	3	2	12	4	2	2	2	3	2	2	2	3	2	120
OG0000174	6	6	5	3	3	6	2	2	5	3	2	3	6	1	6	3	6	6	2	2	2	3	3	6	3	4	3	0	0	1	7	3	0	0	3	3	119
OG0000175	2	2	2	15	0	1	1	6	1	0	1	4	1	9	1	2	1	2	6	3	1	3	6	1	1	2	8	2	1	1	0	11	4	6	6	6	119
OG0000176	0	0	0	0	0	0	0	0	0	1	0	0	0	101	0	0	0	0	2	1	0	1	4	0	7	0	0	0	0	2	0	0	0	0	0	0	119
OG0000177	0	0	0	0	0	0	0	0	0	0	0	0	118	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119
OG0000178	13	12	4	5	0	4	3	1	4	7	3	1	2	2	2	2	3	1	3	3	4	6	4	2	5	4	1	1	0	2	4	4	1	1	2	2	118
OG0000179	6	7	7	1	5	3	1	1	4	1	5	5	3	1	9	3	3	8	1	1	1	1	1	6	1	7	4	1	1	1	11	0	1	1	3	3	118
OG0000180	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	118
OG0000181	6	7	7	4	1	6	3	2	2	2	2	3	6	2	6	2	5	7	2	2	2	2	2	0	2	2	2	1	2	2	7	7	2	3	1	2	116
OG0000182	7	8	4	3	2	7	2	2	4	2	2	0	4	2	7	6	3	9	2	2	2	2	2	3	2	9	2	1	1	2	6	2	1	1	1	1	116
OG0000183	105	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115
OG0000184	5	4	4	3	1	3	2	3	3	4	2	1	3	4	3	3	3	4	4	4	4	4	4	3	4	3	4	2	2	4	2	2	4	4	2	4	115
OG0000185	11	2	9	4	0	13	0	1	5	3	6	0	6	0	5	2	8	12	1	1	2	2	1	9	3	4	2	0	0	0	2	1	0	0	0	0	115
OG0000186	0	0	13	6	2	6	2	2	1	2	7	0	0	1	0	0	1	10	1	1	1	1	1	0	1	3	6	1	1	1	1	2	12	9	2	18	115
OG0000187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	115
OG0000188	4	4	4	3	1	4	3	3	5	3	2	2	4	2	4	3	4	4	3	3	3	3	3	4	3	4	3	3	3	2	3	3	3	3	3	3	114
OG0000189	1	7	4	3	0	3	3	3	3	2	5	4	4	3	6	5	5	3	3	3	2	3	3	1	2	3	3	2	3	3	7	1	3	3	2	3	114
OG0000190	5	5	3	3	0	3	3	3	4	3	1	3	3	3	4	3	3	6	3	3	3	3	3	3	3	3	3	2	1	3	4	3	4	4	4	3	113
OG0000191	4	3	3	3	2	3	3	3	3	3	3	3	3	4	3	3	3	7	3	3	3	3	3	3	3	3	3	2	2	4	3	4	3	3	3	3	113
OG0000192	39	11	1	0	0	8	0	0	0	0	0	0	4	0	4	0	1	21	0	0	0	0	0	7	0	16	0	0	0	0	0	0	0	0	0	0	112
OG0000193	2	3	5	2	0	3	2	2	3	2	4	1	2	5	15	12	2	7	2	2	2	2	2	2	2	6	1	2	2	2	2	3	2	2	3	1	112
OG0000194	4	4	4	3	0	4	4	3	4	3	1	1	4	3	4	2	4	4	3	3	3	3	3	4	3	4	4	3	3	3	5	1	3	3	2	3	112
OG0000195	1	0	0	9	0	0	5	3	0	22	0	0	0	2	4	0	0	0	6	4	6	12	8	0	14	0	1	0	0	2	0	5	1	1	1	5	112
OG0000196	0	0	0	0	1	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112
OG0000197	10	6	5	1	1	3	2	2	4	2	1	1	6	1	11	4	3	6	2	1	2	2	2	5	2	9	2	1	0	2	6	2	1	1	1	1	111
OG0000198	11	6	4	1	2	4	0	0	4	1	2	1	5	2	11	4	5	11	1	1	1	1	1	7	1	4	2	1	0	1	7	1	1	1	3	2	110
OG0000199	13	8	4	1	4	4	1	2	4	2	3	2	5	1	6	4	2	6	1	1	1	1	1	3	1	4	1	2	3	1	9	1	2	1	2	3	110
OG0000200	2	1	0	3	4	4	4	3	2	6	2	0	5	4	7	0	5	2	3	3	4	5	3	3	4	0	2	3	2	3	4	4	3	2	4	4	110
OG0000201	25	16	14	0	4	0	0	0	8	0	5	0	7	0	10	2	0	0	0	0	0	0	0	5	0	8	0	0	0	0	5	0	0	0	0	0	109
OG0000202	6	4	5	0	6	3	1	1	3	1	8	1	3	1	8	3	3	18	2	0	1	1	1	3	1	3	1	1	1	1	14	0	1	1	1	1	109
OG0000203	6	3	2	2	1	4	1	2	2	7	2	0	5	3	5	2	4	4	4	4	5	7	6	4	5	2	3	1	1	3	3	1	0	0	2	3	109
OG0000204	4	4	6	3	1	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	4	3	3	2	3	3	3	3	3	3	109
OG0000205	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	18	0	0	0	0	0	0	0	81	5	109
OG0000206	5	7	11	3	0	9	0	2	3	0	1	0	4	1	10	4	6	6	1	1	1	1	1	3	1	4	1	1	0	1	6	3	2	6	1	2	108
OG0000207	4	5	5	2	1	3	3	3	9	2	2	2	3	3	3	4	2	4	3	3	3	2	2	3	2	5	4	2	0	3	5	3	2	2	1	3	108
OG0000208	1	1	1	0	0	4	2	0	3	3	0	0	54	4	1	4	1	5	2	2	3	2	1	0	3	1	2	3	1	3	0	1	0	0	0	0	108
OG0000209	15	5	5	4	1	3	1	3	1	2	1	1	5	2	5	6	3	5	2	2	2	2	2	3	1	8	2	3	1	2	4	3	1	1	0	1	108
OG0000210	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	108
OG0000211	11	8	8	0	1	6	0	0	4	1	2	3	4	1	8	4	6	4	1	1	1	1	1	7	1	7	1	0	0	1	11	0	1	1	0	1	107
OG0000212	7	4	3	2	2	5	3	3	3	3	1	1	2	3	2	3	3	10	3	3	3	3	3	2	3	3	3	2	2	3	2	2	2	2	3	3	107
OG0000213	22	9	4	0	7	5	0	0	2	0	16	0	4	0	7	2	3	3	0	0	0	1	0	4	0	15	0	0	0	0	3	0	0	0	0	0	107
OG0000214	10	7	3	2	3	4	2	2	4	2	5	2	4	1	5	2	3	5	2	1	2	2	2	6	2	3	3	0	0	2	5	2	3	1	2	3	107
OG0000215	4	5	3	3	2	3	3	3	3	3	2	2	3	3	3	1	3	4	3	3	3	3	3	3	3	2	3	3	3	3	3	3	4	3	2	3	106
OG0000216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	96	0	1	106
OG0000217	8	7	9	4	7	3	2	1	0	1	2	0	8	1	4	2	5	8	1	1	1	1	1	1	1	11	1	1	1	1	2	4	1	2	1	1	105
OG0000218	4	5	3	3	0	3	4	4	5	3	1	2	3	4	4	1	3	0	4	4	4	4	4	2	3	1	4	1	3	4	0	2	4	4	2	3	105
OG0000219	9	20	0	0	3	12	0	0	3	0	12	0	3	0	12	0	10	19	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	105
OG0000220	4	0	25	0	0	3	0	0	0	0	0	0	5	0	12	3	1	3	0	0	0	0	0	1	0	48	0	0	0	0	0	0	0	0	0	0	105
OG0000221	88	1	2	0	0	1	0	0	0	0	1	0	2	0	1	1	1	3	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	104
OG0000222	5	4	3	3	1	1	3	3	4	3	2	2	4	3	3	3	2	3	3	3	3	3	3	3	3	4	3	3	2	3	3	1	3	3	3	3	104
OG0000223	22	15	11	0	0	3	0	0	1	0	0	0	4	0	13	4	4	8	0	0	0	0	0	5	0	6	0	0	0	0	8	0	0	0	0	0	104
OG0000224	3	3	3	3	1	3	3	3	2	3	1	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	2	3	104
OG0000225	0	2	0	0	0	0	0	0	95	0	0	0	3	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	104
OG0000226	7	5	3	3	0	2	1	2	3	2	5	5	5	2	6	2	3	2	2	2	2	2	2	4	2	3	2	1	1	2	13	1	1	2	1	2	103
OG0000227	8	11	8	0	2	10	0	0	1	0	5	0	7	0	8	0	9	10	0	0	0	0	0	8	0	8	0	0	0	0	8	0	0	0	0	0	103
OG0000228	3	4	3	3	1	3	2	3	3	3	1	2	3	3	3	2	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	103
OG0000229	3	3	3	3	0	4	3	3	3	3	3	1	3	3	4	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	2	3	103
OG0000230	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102
OG0000231	12	11	7	0	8	6	0	0	4	0	10	0	5	0	9	2	4	10	0	0	0	0	0	4	0	5	0	0	0	0	4	0	0	1	0	0	102
OG0000232	3	5	3	3	1	3	3	3	3	3	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	2	2	3	102
OG0000233	4	3	3	3	2	3	2	3	3	3	2	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	2	2	3	3	2	3	102
OG0000234	6	7	10	1	3	7	1	1	1	1	0	0	6	1	7	5	7	7	1	1	1	1	1	6	1	7	1	1	1	1	3	1	1	1	1	1	102
OG0000235	3	2	3	3	0	4	3	3	4	3	2	2	2	3	4	1	4	7	3	3	3	3	3	4	2	3	3	2	2	3	3	3	2	1	3	3	102
OG0000236	4	2	2	2	1	2	2	2	2	2	3	3	3	2	22	4	1	6	2	2	2	2	2	2	2	4	2	1	1	2	2	2	2	2	2	2	101
OG0000237	3	6	7	3	5	2	2	3	3	4	9	3	2	3	2	1	1	4	2	2	3	4	5	1	2	3	3	2	0	2	6	1	0	0	0	2	101
OG0000238	5	5	3	3	1	6	2	2	2	2	3	2	3	1	4	3	7	3	2	2	2	2	2	3	2	4	3	2	2	1	7	2	2	2	2	2	101
OG0000239	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101
OG0000240	4	7	1	5	0	2	2	3	2	6	1	2	2	1	3	0	2	2	4	4	3	6	6	2	6	1	4	1	2	1	3	5	1	1	2	3	100
OG0000241	4	5	9	0	10	23	1	1	4	1	2	1	1	1	2	5	9	3	1	1	1	1	1	0	1	5	2	1	0	1	1	0	0	0	1	1	100
OG0000242	3	3	3	2	5	4	3	3	2	2	1	2	2	1	7	3	3	9	2	2	2	2	2	3	2	3	2	2	2	2	3	1	3	4	2	3	100
OG0000243	2	4	3	3	1	7	2	1	2	3	5	3	9	1	6	2	4	6	3	1	1	3	3	5	3	4	3	0	0	1	3	2	0	0	2	2	100
OG0000244	7	8	6	3	5	2	2	2	1	3	7	1	3	1	4	0	3	2	1	1	1	3	3	4	1	4	2	1	1	1	3	5	2	2	2	3	100
OG0000245	4	3	2	2	3	4	2	3	2	2	1	0	4	4	5	4	3	5	2	2	2	2	2	4	3	6	3	2	2	2	3	4	2	2	2	2	100
OG0000246	3	5	4	2	0	3	1	1	3	3	3	4	3	3	4	1	3	6	3	3	3	3	3	3	2	3	4	1	1	3	5	1	3	3	2	2	100
OG0000247	3	4	3	4	1	4	3	3	4	3	0	0	3	3	3	3	3	5	3	3	3	3	3	3	3	3	3	0	0	3	3	4	3	2	3	3	100
OG0000248	0	0	0	0	2	42	0	0	1	0	6	0	2	0	4	0	39	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	100
OG0000249	4	3	3	2	2	3	1	3	2	3	1	2	3	3	4	3	3	7	3	3	3	3	3	2	3	3	3	3	1	3	5	1	1	1	3	3	99
OG0000250	3	2	1	2	0	2	1	2	0	13	1	1	3	2	6	0	2	1	4	4	3	7	4	4	7	1	1	1	8	3	2	2	1	1	1	3	99
OG0000251	4	6	3	3	1	3	2	3	2	3	1	1	3	4	3	3	3	4	3	3	3	3	3	3	2	2	3	2	2	3	2	2	3	3	2	3	99
OG0000252	3	3	3	3	0	3	3	3	3	3	0	1	3	3	3	2	3	6	3	3	3	3	3	3	2	5	3	3	3	2	3	2	3	3	2	2	99
OG0000253	5	11	7	4	2	5	1	1	3	0	2	1	4	1	5	3	5	7	1	1	1	1	1	3	0	4	3	1	1	1	9	0	1	1	1	2	99
OG0000254	4	4	8	4	0	2	2	3	2	2	2	3	2	3	3	2	4	6	2	2	2	2	2	4	1	2	3	2	2	2	5	1	2	3	4	2	99
OG0000255	0	2	0	0	0	67	0	0	0	0	0	0	2	0	2	0	23	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	99
OG0000256	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99
OG0000257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99
OG0000258	5	4	3	2	5	3	1	2	3	1	3	0	3	2	3	2	4	11	1	1	1	1	1	3	1	3	2	1	1	1	6	2	4	5	3	4	98
OG0000259	16	8	13	0	1	3	0	0	4	0	5	1	1	0	28	1	1	4	0	0	0	0	0	2	0	5	0	0	0	0	5	0	0	0	0	0	98
OG0000260	5	4	3	1	1	3	2	3	2	3	0	2	3	3	4	3	3	3	3	3	3	2	2	3	3	3	3	1	2	3	5	2	3	3	3	3	98
OG0000261	3	5	3	3	1	1	2	3	3	3	2	2	3	2	4	2	1	5	3	3	3	2	2	3	2	3	3	4	3	2	2	3	2	2	4	4	98
OG0000262	0	0	4	0	0	11	0	0	6	0	8	1	13	0	6	0	12	4	0	0	0	0	0	6	0	6	0	0	1	0	19	1	0	0	0	0	98
OG0000263	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98
OG0000264	6	3	5	4	2	4	2	2	2	2	2	1	3	2	3	0	2	6	2	2	2	2	2	6	2	1	1	2	2	2	8	3	4	3	1	1	97
OG0000265	1	3	1	0	2	1	19	0	1	2	1	1	1	0	1	0	1	1	0	0	0	2	1	2	0	1	0	20	20	0	1	0	8	0	3	3	97
OG0000266	4	6	5	2	1	3	2	1	3	2	2	0	4	2	8	5	3	6	2	2	2	2	2	3	2	5	2	2	2	2	3	1	1	1	2	2	97
OG0000267	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97
OG0000268	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97
OG0000269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	97
OG0000270	3	3	3	3	0	3	3	3	3	3	1	0	3	4	3	3	1	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	2	3	2	3	96
OG0000271	4	12	4	0	5	7	0	0	3	0	6	0	4	0	16	4	6	10	0	0	0	0	0	2	0	5	1	0	0	0	6	0	0	0	0	0	95
OG0000272	3	3	3	2	1	3	2	3	3	2	2	4	3	3	3	2	3	4	3	3	2	3	3	3	3	3	3	2	2	3	4	0	2	2	3	2	95
OG0000273	3	4	3	2	0	3	2	2	3	3	2	4	3	2	3	2	3	4	3	3	3	3	3	3	3	4	3	2	1	3	3	1	2	2	2	3	95
OG0000274	7	6	5	2	0	4	1	2	3	2	2	0	4	1	4	4	4	4	2	2	2	2	2	4	2	6	2	2	2	2	2	1	2	2	1	2	95
OG0000275	1	0	0	0	0	0	0	0	38	0	0	0	28	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	20	0	0	0	0	0	95
OG0000276	0	1	0	3	0	0	6	4	0	15	1	0	0	6	4	0	0	0	7	5	3	11	6	0	10	0	0	1	1	2	0	1	1	1	3	3	95
OG0000277	0	0	0	0	2	11	0	0	0	0	20	0	0	0	34	1	4	2	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	95
OG0000278	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95
OG0000279	74	15	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	94
OG0000280	4	2	4	2	3	5	2	2	1	2	4	3	3	2	4	3	3	4	2	2	2	2	2	3	2	4	2	2	2	2	5	2	2	2	0	3	94
OG0000281	16	5	4	0	0	1	0	0	0	0	0	0	11	0	23	2	7	12	0	0	0	0	0	11	0	2	0	0	0	0	0	0	0	0	0	0	94
OG0000282	3	3	2	1	1	2	4	3	3	3	2	2	2	3	6	2	2	3	3	3	3	3	3	2	3	2	2	3	3	3	4	2	1	1	3	3	94
OG0000283	1	2	4	0	3	2	4	4	2	3	11	0	11	1	3	2	1	4	2	2	2	3	3	3	2	3	2	1	1	1	2	1	1	1	3	3	94
OG0000284	7	10	8	3	0	6	1	1	0	1	6	2	5	1	6	1	10	0	1	1	1	1	1	1	1	1	1	1	1	1	4	6	1	1	1	1	94
OG0000285	4	6	4	2	2	4	1	1	5	1	4	1	3	3	7	4	3	5	2	2	2	2	2	1	1	4	4	1	1	2	4	0	1	1	1	2	93
OG0000286	4	2	3	3	1	3	3	3	3	3	1	1	3	3	3	0	2	3	3	3	3	3	3	3	3	2	3	3	3	3	2	3	2	2	2	3	93
OG0000287	6	4	6	5	0	1	2	5	0	2	2	1	2	2	2	2	1	8	2	2	3	2	2	2	2	2	4	1	1	2	5	1	2	3	2	3	92
OG0000288	9	4	1	1	3	7	2	2	2	2	6	4	5	1	4	3	3	2	1	1	1	2	2	4	2	2	1	1	0	1	6	0	1	2	2	2	92
OG0000289	22	17	7	0	4	4	0	0	5	0	4	0	5	0	2	2	2	7	0	0	0	0	0	3	0	6	0	0	0	0	2	0	0	0	0	0	92
OG0000290	3	4	2	4	1	4	2	2	2	2	1	5	2	2	3	2	2	4	2	2	2	2	2	4	2	4	2	2	2	2	3	2	3	3	2	4	92
OG0000291	14	1	4	1	2	7	1	1	1	1	4	1	1	1	15	1	2	6	1	1	1	1	1	2	1	8	1	1	0	1	4	1	1	1	1	1	92
OG0000292	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92
OG0000293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	92
OG0000294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	92
OG0000295	2	2	3	2	1	7	2	4	0	3	7	0	3	2	6	5	5	0	1	1	1	3	4	4	2	4	2	1	1	2	0	3	2	2	1	3	91
OG0000296	7	4	3	2	0	9	1	2	1	2	0	2	3	2	2	5	8	0	2	1	2	2	2	2	2	6	2	2	2	2	2	1	2	2	2	2	91
OG0000297	7	7	7	0	2	12	0	0	4	0	16	0	5	0	5	2	3	10	0	0	0	0	0	3	0	7	0	0	0	0	1	0	0	0	0	0	91
OG0000298	4	6	3	2	1	3	2	3	2	2	3	1	3	2	5	4	3	3	2	2	2	2	2	4	2	3	4	1	1	1	2	3	3	2	1	2	91
OG0000299	2	10	2	4	1	2	2	3	3	3	1	0	1	3	2	1	4	2	3	3	3	3	3	1	2	2	2	1	1	3	1	3	3	4	3	4	91
OG0000300	3	6	8	0	2	10	0	0	0	0	3	0	7	0	16	5	9	1	0	0	0	0	0	17	0	4	0	0	0	0	0	0	0	0	0	0	91
OG0000301	9	4	2	2	2	2	7	1	2	2	1	1	5	2	4	4	4	3	2	2	1	2	1	2	2	2	2	2	2	4	2	3	1	1	2	1	91
OG0000302	1	1	2	6	2	1	3	4	7	3	2	0	1	3	1	3	1	2	3	3	2	3	3	1	3	2	4	4	2	3	3	4	3	2	1	2	91
OG0000303	2	2	1	6	1	2	1	4	2	5	2	1	2	4	2	1	2	2	4	4	3	4	4	1	3	2	2	2	2	3	1	3	3	2	3	3	91
OG0000304	23	18	2	1	0	1	0	1	0	1	11	0	1	1	1	2	1	0	1	1	1	1	1	2	0	4	1	0	0	1	12	0	1	0	0	0	90
OG0000305	17	9	8	0	2	6	0	0	2	0	5	0	3	0	7	1	2	9	0	0	0	0	0	6	0	11	0	0	0	0	2	0	0	0	0	0	90
OG0000306	5	2	2	2	3	4	1	2	3	2	2	2	4	2	8	2	1	1	2	2	2	3	2	2	2	2	3	3	2	2	5	1	2	3	2	2	90
OG0000307	3	3	3	1	1	3	2	0	3	4	3	2	4	3	2	2	2	5	3	2	4	3	2	2	2	3	2	2	2	3	7	0	2	2	1	2	90
OG0000308	5	4	3	1	2	4	1	1	2	2	6	1	4	2	4	3	3	3	2	2	2	2	2	3	2	3	4	2	1	2	4	2	1	1	2	2	90
OG0000309	3	3	3	3	0	3	3	2	2	3	1	1	2	3	3	2	3	4	3	3	1	3	3	3	2	2	3	3	3	3	4	3	2	0	3	2	90
OG0000310	3	6	3	2	2	3	2	2	3	2	2	3	3	2	3	3	3	4	2	2	2	2	2	3	2	3	2	2	1	2	5	1	2	2	2	2	90
OG0000311	2	2	1	3	3	12	1	1	9	1	4	0	4	1	4	1	5	2	1	1	1	1	0	5	1	4	1	1	1	1	2	2	1	1	3	7	90
OG0000312	17	8	4	0	18	1	0	0	5	0	2	0	2	0	8	0	2	2	0	0	0	0	0	8	0	11	0	0	0	0	1	0	0	0	0	0	89
OG0000313	16	11	13	0	0	7	0	0	2	0	2	0	3	0	7	3	4	1	0	0	0	0	0	4	0	12	0	0	0	0	4	0	0	0	0	0	89
OG0000314	2	3	3	1	3	3	1	1	3	2	6	1	3	1	6	3	4	7	1	1	1	2	2	4	2	4	1	0	0	1	8	2	1	3	1	2	89
OG0000315	3	8	4	1	1	3	1	1	3	1	2	2	4	1	9	5	3	5	1	1	1	1	1	5	1	6	1	1	1	1	4	2	1	1	2	1	89
OG0000316	2	14	5	0	0	9	0	0	0	0	5	0	13	0	18	0	2	9	0	0	0	0	0	7	0	1	0	0	0	0	4	0	0	0	0	0	89
OG0000317	3	4	3	3	0	4	2	2	2	3	1	2	3	2	4	3	3	3	2	2	2	2	1	3	2	4	2	3	2	2	3	4	2	2	2	2	89
